2019-03-09,5,483
2019-04-25,2,441
2019-04-04,10,113
2019-12-10,11,291
2019-10-22,9,174
2019-07-03,16,374
2019-05-28,18,444
2019-12-18,13,228
2019-06-11,18,466
2019-02-13,5,128
2019-10-20,10,204
2019-09-06,11,209
2019-09-17,13,465
2019-07-20,18,292
2019-05-24,16,368
2019-08-27,11,381
2019-09-10,1,185
2019-05-25,7,395
2019-09-08,19,291
2019-10-01,5,346
2019-10-13,7,318
2019-04-11,19,267
2019-08-31,4,354
2019-02-11,17,224
2019-05-04,16,356
2019-01-28,16,235
2019-07-03,1,265
2019-10-12,2,446
2019-08-31,13,387
2019-08-20,16,500
2019-11-15,12,361
2019-04-06,10,401
2019-07-03,5,337
2019-12-14,9,159
2019-08-31,10,481
2019-07-30,6,229
2019-06-18,1,375
2019-10-31,14,376
2019-12-02,7,484
2019-04-25,5,283
2019-04-02,4,414
2019-06-05,2,227
2019-08-11,13,235
2019-02-12,15,187
2019-04-30,8,446
2019-11-18,18,432
2019-12-18,6,280
2019-02-22,16,358
2019-02-14,5,408
2019-10-21,6,437
2019-02-22,5,185
2019-07-17,20,471
2019-05-17,17,328
2019-09-26,17,381
2019-04-25,6,251
2019-10-22,4,237
2019-10-16,6,475
2019-11-13,20,261
2019-09-15,13,151
2019-07-14,2,292
2019-03-12,18,456
2019-04-22,18,338
2019-07-15,6,404
2019-07-31,12,234
2019-04-15,2,495
2019-05-07,1,269
2019-12-14,10,472
2019-09-06,1,278
2019-06-26,15,478
2019-09-25,16,177
2019-06-07,6,443
2019-05-04,13,363
2019-01-28,12,465
2019-11-18,8,366
2019-07-02,5,393
2019-12-13,15,457
2019-11-16,13,323
2019-10-04,20,467
2019-01-17,5,340
2019-08-18,5,470
2019-11-10,14,199
2019-08-22,17,228
2019-11-12,10,284
2019-02-07,13,384
2019-03-11,10,138
2019-12-28,19,292
2019-04-23,9,398
2019-08-12,17,388
2019-02-10,19,172
2019-01-16,15,211
2019-10-05,10,481
2019-10-21,5,398
2019-10-12,12,113
2019-06-30,15,194
2019-10-02,5,127
2019-02-12,8,500
2019-09-22,5,479
2019-09-11,13,259
2019-08-25,1,164
2019-02-16,1,431
2019-03-01,3,200
2019-01-19,8,463
2019-05-07,10,273
2019-11-24,13,116
2019-01-27,19,113
2019-07-11,7,377
2019-01-23,17,300
2019-09-09,17,114
2019-07-29,3,154
2019-06-26,15,399
2019-06-25,18,154
2019-10-15,13,429
2019-07-06,20,367
2019-08-09,4,401
2019-07-29,20,170
2019-06-29,2,281
2019-10-08,1,393
2019-12-07,10,121
2019-10-08,9,295
2019-05-13,12,489
2019-09-25,3,361
2019-03-17,10,142
2019-12-05,13,192
2019-04-24,1,327
2019-07-04,2,358
2019-07-01,7,178
2019-03-10,16,406
2019-12-27,10,130
2019-07-27,9,199
2019-10-04,5,347
2019-03-11,8,251
2019-12-10,15,356
2019-10-23,7,245
2019-07-15,15,419
2019-11-20,7,241
2019-06-19,12,218
2019-03-25,3,451
2019-04-12,13,338
2019-01-29,9,421
2019-11-26,9,171
2019-09-25,14,475
2019-05-10,15,395
2019-06-24,18,354
2019-03-13,20,460
2019-04-17,9,197
2019-02-15,9,440
2019-04-08,8,493
2019-04-08,11,245
2019-01-30,17,198
2019-07-27,8,413
2019-08-02,17,482
2019-12-29,20,237
2019-12-18,10,437
2019-07-24,4,196
2019-03-13,10,465
2019-02-14,16,312
2019-10-15,6,422
2019-10-15,12,464
2019-07-14,7,226
2019-07-12,17,272
2019-01-06,15,224
2019-02-12,9,414
2019-08-28,2,276
2019-09-16,7,142
2019-05-02,16,173
2019-10-08,9,345
2019-07-13,4,314
2019-08-15,3,410
2019-03-11,12,472
2019-09-15,2,108
2019-04-25,8,174
2019-05-23,1,374
2019-07-26,18,303
2019-07-16,3,420
2019-01-29,11,292
2019-06-10,4,186
2019-12-30,12,360
2019-05-17,1,151
2019-10-11,7,361
2019-05-24,8,182
2019-09-27,14,234
2019-10-26,10,303
2019-08-12,19,207
2019-06-27,5,203
2019-09-03,3,242
2019-12-28,14,459
2019-03-29,17,149
2019-12-25,14,231
2019-02-24,6,226
2019-04-10,12,381
2019-01-22,14,120
2019-12-20,14,200
2019-07-18,17,495
2019-05-21,19,141
2019-10-02,4,306
2019-06-04,10,349
2019-12-26,9,158
2019-10-13,7,413
2019-02-12,10,441
2019-10-22,16,457
2019-01-27,16,316
2019-01-03,18,166
2019-05-11,11,248
2019-05-11,12,493
2019-06-30,2,340
2019-01-26,3,423
2019-10-17,5,278
2019-05-30,16,482
2019-04-22,9,193
2019-01-28,19,160
2019-05-20,12,203
2019-03-20,6,160
2019-10-26,20,333
2019-08-01,16,456
2019-02-18,3,477
2019-09-13,1,329
2019-01-27,17,405
2019-08-27,16,385
2019-10-12,1,101
2019-05-20,2,261
2019-11-20,17,473
2019-08-21,6,162
2019-11-21,11,112
2019-08-17,1,187
2019-05-09,9,230
2019-05-21,19,297
2019-06-22,14,311
2019-04-11,5,168
2019-01-20,14,321
2019-02-14,9,120
2019-09-22,20,500
2019-09-18,1,202
2019-02-26,1,395
2019-12-03,13,147
2019-05-23,8,413
2019-05-08,14,494
2019-06-23,15,281
2019-03-17,9,284
2019-07-18,20,317
2019-04-27,11,210
2019-07-20,8,179
2019-02-17,19,122
2019-12-11,12,174
2019-05-31,1,447
2019-05-17,4,269
2019-08-21,12,288
2019-01-24,13,153
2019-02-19,1,396
2019-10-25,15,131
2019-06-29,11,145
2019-06-25,8,179
2019-01-25,20,295
2019-10-04,8,133
2019-05-08,7,182
2019-09-03,3,204
2019-05-28,4,130
2019-04-30,7,363
2019-01-26,19,245
2019-10-21,20,355
2019-02-18,6,113
2019-07-07,12,166
2019-05-04,16,482
2019-02-09,14,192
2019-06-29,4,466
2019-05-13,15,221
2019-05-13,18,387
2019-06-28,13,461
2019-10-21,18,288
2019-10-16,13,489
2019-05-25,3,472
2019-09-21,9,308
2019-07-24,11,143
2019-06-12,2,396
2019-12-31,13,310
2019-03-16,20,404
2019-06-03,12,348
2019-11-12,18,333
2019-12-21,5,318
2019-02-04,7,332
2019-07-24,13,113
2019-06-10,8,469
2019-09-29,12,312
2019-10-30,7,335
2019-10-05,15,498
2019-12-23,17,239
2019-01-27,16,340
2019-05-02,5,403
2019-08-08,7,102
2019-11-20,14,237
2019-12-09,12,153
2019-05-02,2,337
2019-06-26,8,198
2019-04-29,3,359
2019-12-19,12,386
2019-08-01,9,470
2019-07-30,19,321
2019-12-04,15,232
2019-09-15,12,133
2019-02-13,17,104
2019-06-11,15,306
2019-10-09,11,366
2019-09-21,3,234
2019-07-31,19,374
2019-10-31,19,118
2019-04-29,15,193
2019-10-20,3,139
2019-12-26,9,169
2019-09-17,5,291
2019-07-07,19,464
2019-04-03,16,129
2019-01-20,20,175
2019-05-12,4,394
2019-05-22,1,413
2019-05-02,6,377
2019-10-05,5,361
2019-09-02,6,250
2019-05-01,8,476
2019-04-06,7,348
2019-04-23,9,441
2019-05-04,6,499
2019-11-16,12,404
2019-11-11,13,342
2019-11-24,4,229
2019-10-07,7,252
2019-08-11,3,332
2019-07-26,18,203
2019-05-19,20,386
2019-01-11,7,350
2019-11-23,19,124
2019-08-23,18,470
2019-11-13,8,420
2019-08-19,12,277
2019-01-22,14,428
2019-06-23,5,399
2019-10-26,18,406
2019-02-24,18,328
2019-12-26,3,221
2019-09-03,19,272
2019-12-31,4,434
2019-03-19,17,169
2019-02-05,17,137
2019-11-29,14,223
2019-07-24,15,192
2019-04-20,16,262
2019-02-04,7,160
2019-04-11,19,498
2019-04-23,9,150
2019-04-23,10,492
2019-05-19,20,398
2019-07-24,15,167
2019-12-25,18,489
2019-04-12,2,334
2019-04-19,15,125
2019-01-13,4,204
2019-09-21,11,489
2019-12-28,20,411
2019-11-25,13,114
2019-04-19,15,450
2019-07-12,14,218
2019-02-07,2,423
2019-04-16,20,221
2019-07-30,19,320
2019-07-23,16,256
2019-06-12,8,322
2019-09-19,15,147
2019-11-17,11,415
2019-04-29,3,438
2019-03-30,7,238
2019-08-31,20,413
2019-07-19,19,201
2019-07-04,9,147
2019-06-27,10,237
2019-09-20,6,483
2019-01-26,11,372
2019-09-26,18,439
2019-07-04,12,478
2019-10-04,2,293
2019-04-23,9,275
2019-11-29,19,439
2019-07-31,13,333
2019-09-09,12,462
2019-01-18,13,500
2019-07-16,4,374
2019-10-09,17,480
2019-10-26,18,296
2019-10-20,19,280
2019-10-05,4,237
2019-08-07,14,358
2019-09-24,3,319
2019-05-01,14,363
2019-09-20,12,207
2019-12-11,15,270
2019-11-12,10,121
2019-12-16,20,154
2019-05-28,9,127
2019-05-24,17,123
2019-07-20,4,126
2019-01-17,2,152
2019-01-10,19,117
2019-02-22,14,228
2019-02-08,18,370
2019-02-21,5,175
2019-06-07,12,467
2019-05-13,17,238
2019-04-29,11,184
2019-12-16,5,275
2019-08-19,6,209
2019-09-16,15,374
2019-11-20,6,100
2019-06-12,18,112
2019-07-01,17,390
2019-08-27,6,261
2019-03-08,14,346
2019-12-13,15,211
2019-04-28,5,344
2019-03-30,8,417
2019-06-11,17,398
2019-06-21,16,493
2019-08-27,17,237
2019-09-11,18,356
2019-10-26,6,277
2019-02-05,12,229
2019-04-04,19,392
2019-08-09,6,380
2019-04-29,15,307
2019-02-01,12,347
2019-06-15,4,157
2019-04-24,3,477
2019-10-05,16,255
2019-08-17,19,332
2019-10-24,8,450
2019-05-24,17,489
2019-08-09,11,122
2019-08-23,14,102
2019-08-08,13,324
2019-06-01,16,109
2019-08-13,20,181
2019-11-29,13,475
2019-08-20,16,216
2019-08-07,16,323
2019-08-04,8,245
2019-01-24,5,457
2019-09-06,8,292
2019-05-13,6,124
2019-07-04,13,258
2019-07-31,14,119
2019-08-28,4,257
2019-02-12,20,354
2019-04-18,19,335
2019-07-24,15,118
2019-04-30,4,345
2019-02-24,8,431
2019-09-23,17,259
2019-08-19,17,317
2019-03-18,20,179
2019-07-02,2,494
2019-10-27,15,317
2019-05-18,13,445
2019-08-07,10,157
2019-07-03,16,394
2019-06-05,4,393
2019-06-18,14,215
2019-09-17,8,427
2019-02-13,17,399
2019-06-27,7,418
2019-11-23,8,455
2019-10-17,13,321
2019-07-15,2,437
2019-05-19,4,474
2019-06-17,16,374
2019-04-14,15,157
2019-10-06,1,457
2019-04-20,19,149
2019-12-20,11,141
2019-06-30,7,250
2019-12-25,19,202
2019-03-20,2,329
2019-06-28,16,142
2019-10-12,18,123
2019-12-19,8,265
2019-01-06,12,189
2019-10-02,5,500
2019-07-18,1,245
2019-10-31,17,419
2019-10-12,2,459
2019-02-20,10,209
2019-09-19,6,243
2019-07-06,12,131
2019-05-13,1,239
2019-07-09,18,421
2019-11-07,1,446
2019-12-22,2,253
2019-07-21,7,380
2019-03-03,19,259
2019-10-24,5,492
2019-08-03,13,124
2019-06-05,18,145
2019-03-18,2,481
2019-10-29,18,170
2019-02-15,1,429
2019-11-18,15,102
2019-08-25,9,411
2019-01-25,9,227
2019-06-06,2,430
2019-04-25,7,181
2019-01-02,13,489
2019-10-03,14,261
2019-01-23,6,101
2019-03-29,16,101
2019-07-12,16,109
2019-04-26,4,341
2019-02-11,10,131
2019-06-18,14,437
2019-07-06,13,349
2019-11-03,6,330
2019-03-01,16,433
2019-09-09,18,178
2019-12-20,12,404
2019-11-19,7,434
2019-12-10,10,338
2019-09-03,7,323
2019-09-01,12,412
2019-06-10,11,122
2019-03-12,7,342
2019-06-01,11,342
2019-05-25,19,326
2019-10-21,5,166
2019-01-09,16,127
2019-08-14,17,369
2019-04-01,19,349
2019-08-28,11,352
2019-06-19,14,220
2019-10-20,16,312
2019-08-01,6,373
2019-10-14,8,170
2019-01-03,20,120
2019-06-10,13,114
2019-01-07,11,165
2019-02-23,16,127
2019-08-03,16,178
2019-07-06,1,448
2019-11-22,8,179
2019-06-02,20,364
2019-03-12,8,155
2019-08-18,11,461
2019-05-14,13,173
2019-01-04,13,315
2019-05-11,20,202
2019-12-21,6,436
2019-02-03,3,198
2019-04-14,11,160
2019-07-12,4,143
2019-01-18,16,213
2019-02-11,9,278
2019-07-21,4,425
2019-07-22,13,445
2019-06-02,3,146
2019-05-29,5,434
2019-01-04,11,248
2019-07-15,3,124
2019-03-23,5,494
2019-05-10,15,195
2019-01-18,8,445
2019-01-27,16,211
2019-07-11,3,142
2019-01-17,19,487
2019-04-19,5,401
2019-02-12,6,382
2019-03-15,13,208
2019-07-20,5,157
2019-03-31,14,353
2019-09-19,7,358
2019-05-23,5,247
2019-07-27,11,101
2019-08-13,13,200
2019-12-30,19,203
2019-07-22,13,141
2019-02-19,16,380
2019-05-29,13,265
2019-11-30,15,378
2019-06-29,19,350
2019-03-26,13,499
2019-03-29,11,230
2019-01-20,2,411
2019-09-03,16,451
2019-10-28,13,493
2019-09-15,4,317
2019-11-16,13,401
2019-09-18,6,141
2019-09-27,10,377
2019-11-24,12,408
2019-12-03,4,232
2019-03-19,12,209
2019-02-01,9,485
2019-05-23,7,145
2019-02-22,15,445
2019-08-02,5,286
2019-12-19,19,460
2019-09-22,11,372
2019-07-06,1,453
2019-11-03,1,384
2019-10-18,4,111
2019-02-09,17,100
2019-12-04,9,498
2019-06-20,16,123
2019-10-08,4,426
2019-09-24,8,285
2019-01-30,3,196
2019-07-13,19,442
2019-05-21,3,378
2019-12-23,10,456
2019-03-17,18,288
2019-10-18,5,232
2019-04-25,2,385
2019-02-02,1,117
2019-03-06,8,107
2019-08-19,17,365
2019-04-14,20,320
2019-02-01,6,444
2019-07-19,17,107
2019-03-22,6,399
2019-05-09,8,363
2019-05-11,7,154
2019-01-07,6,190
2019-04-24,10,113
2019-01-10,9,435
2019-06-28,2,296
2019-11-08,11,418
2019-09-15,18,469
2019-07-05,4,285
2019-01-13,1,470
2019-09-02,11,285
2019-09-20,7,137
2019-08-29,4,342
2019-08-07,3,305
2019-11-09,7,215
2019-05-09,18,119
2019-04-16,2,385
2019-10-18,6,139
2019-07-14,12,390
2019-11-06,13,178
2019-03-10,19,377
2019-07-19,8,228
2019-06-12,11,374
2019-11-30,9,313
2019-02-15,9,190
2019-03-06,5,460
2019-02-26,1,335
2019-10-30,16,261
2019-09-03,1,458
2019-02-08,13,402
2019-08-04,20,222
2019-06-04,4,192
2019-12-03,8,452
2019-03-23,12,237
2019-03-23,19,355
2019-09-13,2,447
2019-09-07,20,258
2019-02-17,20,233
2019-06-22,19,280
2019-01-07,16,159
2019-09-05,18,100
2019-08-02,16,252
2019-06-04,9,266
2019-02-12,18,209
2019-09-13,9,226
2019-08-02,2,215
2019-01-05,19,123
2019-09-10,10,200
2019-03-26,16,306
2019-05-24,8,263
2019-08-21,19,397
2019-12-02,1,184
2019-09-15,2,284
2019-04-24,9,361
2019-10-19,19,433
2019-07-30,3,228
2019-04-27,15,301
2019-01-09,8,436
2019-10-05,7,171
2019-06-01,6,395
2019-04-16,1,140
2019-09-12,17,458
2019-09-15,11,207
2019-11-22,7,116
2019-03-09,16,463
2019-12-18,2,115
2019-04-04,13,207
2019-03-04,5,461
2019-10-02,18,299
2019-02-16,9,440
2019-06-26,1,121
2019-01-25,12,125
2019-05-17,10,130
2019-06-16,20,284
2019-05-20,6,187
2019-11-27,9,384
2019-01-05,2,221
2019-07-11,1,208
2019-03-09,17,407
2019-02-28,12,376
2019-10-22,20,369
2019-03-07,5,362
2019-03-21,18,371
2019-10-27,20,441
2019-12-21,11,458
2019-06-01,6,168
2019-12-09,10,277
2019-12-25,15,184
2019-09-30,15,375
2019-01-11,18,148
2019-04-07,11,107
2019-05-21,16,398
2019-06-14,5,332
2019-03-20,5,477
2019-08-10,11,318
2019-10-20,1,266
2019-01-05,5,352
2019-09-25,6,148
2019-09-29,8,464
2019-02-16,19,424
2019-10-23,1,393
2019-09-16,3,422
2019-12-17,1,169
2019-06-07,20,313
2019-11-05,7,409
2019-04-24,12,324
2019-07-18,9,186
2019-06-22,13,197
2019-10-04,14,321
2019-06-24,11,248
2019-01-28,2,376
2019-04-24,10,182
2019-09-07,5,395
2019-03-05,17,210
2019-06-02,20,362
2019-08-09,13,457
2019-04-01,2,479
2019-01-23,16,309
2019-02-14,7,388
2019-08-19,10,216
2019-05-16,7,417
2019-04-23,14,401
2019-08-27,17,346
2019-01-27,17,219
2019-06-06,18,276
2019-09-22,19,117
2019-01-31,11,480
2019-02-14,16,404
2019-03-26,20,224
2019-01-07,1,428
2019-04-11,17,228
2019-12-23,17,311
2019-12-10,20,276
2019-06-12,17,318
