51,AA,BNJ5,PRKT,2019-11-28,08:05:26,2019-04-25,03:09:30
52,EA,PRKT,BNJ5,2019-02-13,04:02:32,2019-07-14,19:03:43
53,AA,L33K,PRKT,2019-03-01,23:11:35,2019-08-26,15:09:43
54,AA,AM10,L33K,2019-01-09,12:11:12,2019-02-15,21:10:30
55,BA,PRKT,PRKT,2019-08-22,05:07:31,2019-11-06,16:09:37
56,EA,FG18,L33K,2019-09-22,02:12:01,2019-10-29,02:12:20
57,AAR,PRKT,L33K,2019-09-05,20:08:00,2019-04-26,17:03:10
58,JA,AM10,BNJ5,2019-12-30,08:06:28,2019-06-17,10:01:12
59,BA,L33K,AM10,2019-07-01,22:06:14,2019-03-28,22:09:05
60,AAR,PRKT,L33K,2019-02-16,15:03:36,2019-10-20,19:04:48
61,AAR,BNJ5,FG18,2019-05-21,06:06:48,2019-09-23,10:08:16
62,AA,PRKT,BNJ5,2019-08-29,00:12:02,2019-03-25,02:08:37
63,AAR,AM10,PRKT,2019-01-01,20:04:51,2019-07-16,15:05:15
64,AA,PRKT,BNJ5,2019-02-26,13:08:32,2019-06-03,13:04:22
65,JA,AM10,BNJ5,2019-07-27,21:02:44,2019-03-14,15:05:44
66,EA,BNJ5,AM10,2019-02-11,02:12:54,2019-02-22,22:09:07
67,EA,AM10,FG18,2019-01-03,08:12:33,2019-03-06,21:10:57
68,AA,BNJ5,AM10,2019-03-28,16:10:41,2019-08-09,12:05:53
69,AA,BNJ5,FG18,2019-12-26,06:11:05,2019-08-08,20:05:58
70,EA,L33K,L33K,2019-04-11,23:04:19,2019-11-22,05:06:27
71,JA,PRKT,PRKT,2019-10-04,00:08:49,2019-01-06,08:10:39
72,AA,PRKT,L33K,2019-06-11,21:07:35,2019-11-02,00:05:55
73,BA,FG18,BNJ5,2019-02-21,13:02:32,2019-07-21,15:01:19
74,AA,L33K,L33K,2019-10-21,11:07:31,2019-12-22,07:12:40
75,AA,L33K,PRKT,2019-08-15,00:02:52,2019-04-26,12:04:39
76,EA,FG18,FG18,2019-06-14,01:06:58,2019-01-24,17:05:46
77,BA,BNJ5,FG18,2019-01-08,07:10:52,2019-12-12,12:11:39
78,EA,BNJ5,FG18,2019-05-23,11:08:24,2019-08-19,08:09:15
79,JA,PRKT,L33K,2019-09-21,20:07:58,2019-10-11,16:08:49
80,AA,FG18,FG18,2019-11-17,11:08:45,2019-11-24,21:09:29
81,EA,AM10,PRKT,2019-11-04,15:04:54,2019-09-24,21:01:05
82,JA,AM10,AM10,2019-08-20,11:10:57,2019-07-11,04:06:52
83,BA,L33K,L33K,2019-08-22,14:12:28,2019-11-15,08:01:02
84,EA,L33K,AM10,2019-12-22,10:04:51,2019-01-02,13:11:33
85,AA,L33K,AM10,2019-03-29,11:10:35,2019-02-26,13:05:19
86,AA,FG18,BNJ5,2019-04-17,14:07:23,2019-06-26,05:05:36
87,BA,PRKT,FG18,2019-08-15,14:04:32,2019-07-20,22:10:57
88,BA,BNJ5,PRKT,2019-03-07,16:01:52,2019-02-02,05:01:51
89,JA,FG18,FG18,2019-04-01,19:08:20,2019-06-05,21:01:19
90,JA,L33K,L33K,2019-01-05,10:03:48,2019-12-23,06:09:04
91,EA,BNJ5,FG18,2019-05-06,21:06:40,2019-12-28,12:05:11
92,BA,L33K,AM10,2019-01-25,19:10:16,2019-08-12,18:05:57
93,BA,L33K,AM10,2019-12-06,23:03:34,2019-08-16,13:05:06
94,JA,PRKT,PRKT,2019-08-28,14:03:49,2019-04-11,18:11:59
95,BA,L33K,FG18,2019-11-30,04:04:30,2019-01-21,03:11:21
96,AAR,BNJ5,PRKT,2019-09-25,04:12:03,2019-06-20,05:01:28
97,EA,PRKT,FG18,2019-10-29,21:01:04,2019-10-31,08:11:30
98,AA,PRKT,FG18,2019-01-21,18:12:43,2019-06-10,09:05:13
99,AA,AM10,L33K,2019-09-29,09:04:30,2019-07-06,01:04:37
100,AA,FG18,AM10,2019-07-22,06:06:50,2019-07-30,23:08:15
101,JA,BNJ5,BNJ5,2019-07-21,22:03:07,2019-03-25,14:08:22
102,JA,PRKT,L33K,2019-01-23,20:06:37,2019-07-26,07:02:32
103,EA,L33K,AM10,2019-02-14,17:11:39,2019-04-16,11:05:35
104,EA,FG18,L33K,2019-12-08,10:08:20,2019-03-11,06:12:34
105,AAR,BNJ5,PRKT,2019-04-27,21:06:56,2019-04-24,18:02:24
106,EA,FG18,PRKT,2019-10-11,18:10:29,2019-12-16,13:01:00
107,JA,L33K,FG18,2019-12-11,13:06:53,2019-01-27,15:03:46
108,EA,PRKT,FG18,2019-12-21,17:08:22,2019-12-07,05:03:35
109,JA,AM10,L33K,2019-06-29,06:01:50,2019-12-12,14:09:24
110,EA,FG18,L33K,2019-03-12,20:03:37,2019-07-31,08:05:15
111,JA,PRKT,AM10,2019-12-02,06:03:41,2019-02-22,01:01:09
112,BA,FG18,FG18,2019-07-26,00:10:25,2019-11-21,00:11:19
113,AAR,BNJ5,FG18,2019-01-21,18:05:04,2019-03-24,11:07:44
114,JA,FG18,L33K,2019-07-05,07:09:58,2019-12-29,20:09:09
115,BA,PRKT,FG18,2019-04-03,05:05:06,2019-09-28,23:04:49
116,BA,BNJ5,PRKT,2019-01-21,10:08:15,2019-07-22,11:08:58
117,JA,PRKT,L33K,2019-04-30,23:04:07,2019-04-27,05:04:00
118,BA,AM10,L33K,2019-02-12,05:10:28,2019-09-26,12:02:53
119,BA,BNJ5,FG18,2019-05-01,01:02:52,2019-11-28,15:07:38
120,JA,AM10,AM10,2019-01-01,05:03:28,2019-07-01,10:09:33
121,JA,BNJ5,AM10,2019-03-30,14:03:14,2019-02-26,22:03:21
122,AA,BNJ5,AM10,2019-10-08,19:03:14,2019-11-27,08:07:06
123,BA,FG18,L33K,2019-05-15,15:05:53,2019-09-25,08:03:59
124,EA,FG18,L33K,2019-01-16,16:07:10,2019-10-31,10:09:09
125,EA,AM10,L33K,2019-03-11,03:06:08,2019-12-06,17:10:56
126,AAR,PRKT,BNJ5,2019-01-22,05:01:15,2019-07-05,12:02:16
127,AAR,PRKT,L33K,2019-01-19,12:12:40,2019-05-18,21:02:24
128,EA,PRKT,FG18,2019-08-13,16:09:43,2019-06-28,19:01:56
129,EA,L33K,PRKT,2019-11-16,16:08:13,2019-12-10,11:08:51
130,AAR,BNJ5,L33K,2019-09-22,21:07:29,2019-07-17,05:08:50
131,JA,AM10,AM10,2019-06-11,08:01:26,2019-04-14,03:11:33
132,AAR,AM10,BNJ5,2019-03-25,23:06:28,2019-01-29,07:06:46
133,EA,L33K,FG18,2019-11-29,01:01:23,2019-09-04,01:05:10
134,EA,L33K,AM10,2019-09-09,06:12:33,2019-12-29,20:02:47
135,EA,L33K,PRKT,2019-04-01,20:01:26,2019-02-23,10:04:49
136,AAR,L33K,AM10,2019-04-18,04:01:10,2019-02-27,15:01:20
137,JA,FG18,BNJ5,2019-04-23,19:01:43,2019-07-26,08:01:02
138,AA,PRKT,PRKT,2019-05-21,17:09:05,2019-07-24,18:05:33
139,AAR,BNJ5,BNJ5,2019-09-14,00:09:01,2019-05-03,15:04:48
140,AA,BNJ5,PRKT,2019-07-03,00:10:19,2019-11-02,14:10:37
141,AAR,FG18,L33K,2019-01-11,19:06:53,2019-12-05,13:01:47
142,JA,L33K,BNJ5,2019-06-06,06:03:28,2019-01-09,09:03:14
143,AAR,AM10,BNJ5,2019-02-11,23:09:19,2019-01-11,00:10:46
144,EA,AM10,L33K,2019-04-22,08:01:05,2019-03-22,12:08:49
145,BA,L33K,AM10,2019-01-15,06:02:19,2019-06-16,10:12:58
146,EA,AM10,PRKT,2019-02-20,21:02:51,2019-03-27,15:02:03
147,AA,BNJ5,BNJ5,2019-03-11,11:07:29,2019-03-10,09:12:41
148,BA,FG18,AM10,2019-12-28,06:01:37,2019-09-16,21:03:57
149,AA,BNJ5,FG18,2019-05-20,05:09:44,2019-03-13,06:11:17
150,AAR,L33K,PRKT,2019-03-09,08:12:03,2019-11-10,06:02:37
151,EA,AM10,PRKT,2019-07-09,00:10:04,2019-06-03,22:11:02
152,AA,L33K,BNJ5,2019-08-28,03:09:57,2019-02-08,09:04:47
153,AA,FG18,FG18,2019-02-13,10:05:26,2019-11-29,17:04:22
154,EA,PRKT,FG18,2019-02-08,08:11:15,2019-07-09,16:06:54
155,JA,AM10,FG18,2019-09-22,17:01:18,2019-10-08,07:07:47
156,BA,L33K,L33K,2019-07-16,19:08:19,2019-04-25,17:03:54
157,EA,L33K,PRKT,2019-06-03,04:07:48,2019-06-24,23:03:00
158,AA,L33K,L33K,2019-02-25,14:04:46,2019-12-09,18:02:42
159,JA,PRKT,AM10,2019-08-28,23:12:20,2019-03-23,07:02:36
160,BA,PRKT,L33K,2019-06-30,02:05:10,2019-08-23,03:12:31
161,JA,PRKT,PRKT,2019-07-04,04:09:04,2019-07-17,21:04:11
162,AA,L33K,BNJ5,2019-07-29,08:01:15,2019-10-12,07:12:23
163,BA,AM10,PRKT,2019-07-20,07:07:13,2019-11-05,16:06:22
164,AAR,FG18,BNJ5,2019-04-28,12:09:54,2019-04-18,19:01:04
165,JA,L33K,PRKT,2019-08-24,15:12:06,2019-05-20,06:01:09
166,AA,AM10,FG18,2019-07-29,16:06:49,2019-08-10,21:02:46
167,EA,PRKT,AM10,2019-07-26,02:04:44,2019-11-16,08:11:23
168,BA,AM10,BNJ5,2019-06-28,18:09:12,2019-11-24,13:09:47
169,EA,BNJ5,FG18,2019-04-18,21:02:17,2019-05-09,02:10:09
170,BA,FG18,PRKT,2019-09-09,12:09:16,2019-12-16,18:03:51
171,AA,L33K,BNJ5,2019-07-19,11:10:45,2019-11-10,22:08:15
172,EA,PRKT,BNJ5,2019-10-06,21:02:44,2019-08-28,10:04:40
173,AA,PRKT,L33K,2019-05-14,07:09:16,2019-01-05,17:06:48
174,BA,FG18,L33K,2019-05-20,17:06:28,2019-04-21,18:09:24
175,BA,BNJ5,FG18,2019-09-22,13:03:20,2019-11-19,09:03:18
176,EA,AM10,FG18,2019-06-22,11:03:09,2019-08-23,19:02:09
177,EA,L33K,AM10,2019-06-29,13:06:29,2019-10-09,10:06:12
178,EA,AM10,AM10,2019-07-10,07:12:10,2019-01-13,12:04:05
179,AA,AM10,FG18,2019-09-18,12:10:07,2019-11-07,14:02:05
180,AA,PRKT,L33K,2019-08-21,01:11:56,2019-10-25,01:07:07
181,AAR,PRKT,BNJ5,2019-09-21,02:02:58,2019-12-29,11:01:02
182,BA,L33K,FG18,2019-09-27,08:10:53,2019-08-21,11:02:21
183,JA,L33K,BNJ5,2019-12-13,06:11:39,2019-08-09,09:06:13
184,BA,L33K,AM10,2019-07-09,06:10:45,2019-07-07,08:04:40
185,AA,PRKT,PRKT,2019-08-04,19:08:55,2019-06-05,10:03:14
186,AAR,FG18,PRKT,2019-06-28,03:03:42,2019-01-20,17:02:35
187,AA,L33K,AM10,2019-08-14,16:07:23,2019-01-30,06:03:28
188,AA,FG18,L33K,2019-09-21,07:02:20,2019-12-20,21:09:52
189,JA,PRKT,PRKT,2019-05-30,19:10:56,2019-04-21,04:03:16
190,AA,L33K,AM10,2019-10-12,04:01:30,2019-07-24,01:11:52
191,EA,BNJ5,BNJ5,2019-09-10,09:03:46,2019-08-18,01:09:28
192,JA,PRKT,FG18,2019-05-25,00:05:56,2019-07-31,15:03:29
193,JA,FG18,PRKT,2019-09-10,10:07:46,2019-10-15,18:09:54
194,AA,L33K,BNJ5,2019-04-18,23:03:16,2019-10-19,17:02:22
195,AAR,BNJ5,AM10,2019-10-29,08:01:35,2019-03-25,07:05:58
196,AAR,L33K,PRKT,2019-01-27,07:07:16,2019-11-17,22:03:09
197,BA,AM10,L33K,2019-10-06,21:06:02,2019-01-23,08:09:45
198,AAR,FG18,AM10,2019-05-04,17:02:46,2019-08-31,07:01:53
199,EA,FG18,PRKT,2019-12-24,22:05:23,2019-06-28,03:05:29
200,JA,FG18,BNJ5,2019-10-30,08:09:37,2019-11-21,00:01:42
201,AAR,FG18,AM10,2019-02-13,23:12:44,2019-10-02,23:06:15
202,AAR,L33K,BNJ5,2019-03-18,08:09:10,2019-03-10,18:08:22
203,AAR,L33K,PRKT,2019-07-25,03:06:03,2019-05-15,14:10:05
204,AAR,PRKT,L33K,2019-06-23,18:05:04,2019-09-11,01:12:04
205,BA,AM10,BNJ5,2019-11-03,06:08:45,2019-01-27,09:02:36
206,AAR,BNJ5,L33K,2019-08-20,05:12:37,2019-08-22,18:03:43
207,AA,AM10,L33K,2019-04-30,15:08:28,2019-06-22,06:09:00
208,AA,PRKT,FG18,2019-08-18,10:10:45,2019-08-17,14:05:05
209,AA,BNJ5,BNJ5,2019-12-15,13:10:15,2019-04-02,01:12:13
210,AA,AM10,BNJ5,2019-04-28,02:07:55,2019-06-21,23:02:45
211,BA,BNJ5,FG18,2019-12-07,03:04:35,2019-10-29,09:08:54
212,BA,AM10,PRKT,2019-11-04,06:04:23,2019-07-29,16:09:22
213,AAR,AM10,AM10,2019-09-24,16:06:06,2019-06-01,20:05:47
214,AA,AM10,FG18,2019-04-18,08:09:24,2019-11-25,19:07:20
215,EA,L33K,PRKT,2019-01-21,23:06:50,2019-08-08,00:12:03
216,JA,AM10,FG18,2019-09-10,01:07:41,2019-11-17,05:12:19
217,AA,BNJ5,AM10,2019-01-06,17:03:55,2019-01-03,14:12:08
218,AA,PRKT,FG18,2019-09-12,19:03:17,2019-04-04,13:09:19
219,AAR,AM10,FG18,2019-05-16,19:04:12,2019-05-06,17:08:07
220,AA,AM10,FG18,2019-01-09,01:03:01,2019-03-28,12:11:35
221,JA,L33K,PRKT,2019-01-04,05:07:03,2019-11-03,00:06:33
222,AAR,AM10,L33K,2019-07-06,08:11:13,2019-09-14,14:07:41
223,AA,FG18,L33K,2019-10-11,22:05:52,2019-08-19,02:01:03
224,JA,AM10,L33K,2019-08-03,06:10:59,2019-09-17,15:12:55
225,JA,AM10,FG18,2019-09-22,22:07:54,2019-04-27,11:07:43
226,JA,PRKT,AM10,2019-08-16,21:05:31,2019-06-08,01:12:54
227,JA,BNJ5,FG18,2019-01-19,13:09:38,2019-08-01,21:11:31
228,EA,PRKT,L33K,2019-12-12,15:10:58,2019-11-09,22:08:23
229,BA,FG18,PRKT,2019-06-02,23:01:40,2019-10-26,20:01:01
230,AA,AM10,L33K,2019-09-19,19:08:26,2019-10-22,23:12:55
231,AA,BNJ5,PRKT,2019-12-27,17:04:50,2019-05-14,18:05:11
232,EA,PRKT,BNJ5,2019-05-07,20:10:34,2019-05-09,03:02:33
233,AA,BNJ5,PRKT,2019-01-29,23:07:02,2019-07-07,13:06:19
234,EA,BNJ5,L33K,2019-02-24,10:08:59,2019-06-03,13:07:05
235,AA,PRKT,L33K,2019-10-25,23:07:48,2019-11-13,16:02:43
236,EA,AM10,PRKT,2019-05-22,18:02:28,2019-09-21,20:02:11
237,BA,AM10,AM10,2019-02-20,12:02:43,2019-05-08,03:01:51
238,JA,L33K,PRKT,2019-04-04,22:04:35,2019-12-12,01:03:01
239,EA,AM10,FG18,2019-11-27,07:06:35,2019-04-13,00:05:11
240,AA,FG18,L33K,2019-06-27,23:02:52,2019-07-09,01:05:05
241,AAR,BNJ5,BNJ5,2019-12-03,11:10:33,2019-07-29,16:11:22
242,AAR,PRKT,BNJ5,2019-06-06,12:03:23,2019-05-14,05:07:04
243,EA,AM10,FG18,2019-11-08,05:02:03,2019-08-03,13:11:37
244,AAR,PRKT,AM10,2019-01-03,14:01:48,2019-09-04,06:11:42
245,BA,PRKT,L33K,2019-02-08,09:03:57,2019-12-15,03:08:09
246,BA,FG18,L33K,2019-05-17,20:02:48,2019-09-10,17:11:01
247,JA,BNJ5,FG18,2019-11-20,04:01:33,2019-09-23,12:12:02
248,JA,PRKT,AM10,2019-10-15,14:08:39,2019-09-16,07:07:56
249,AA,FG18,AM10,2019-12-28,23:07:22,2019-10-06,12:09:22
250,EA,FG18,L33K,2019-11-10,22:05:12,2019-07-13,00:09:25
251,BA,L33K,PRKT,2019-12-23,13:01:22,2019-06-22,03:03:06
252,AAR,BNJ5,PRKT,2019-05-12,21:11:26,2019-02-18,17:06:27
253,AA,AM10,FG18,2019-12-28,07:08:29,2019-04-27,03:05:00
254,AA,FG18,PRKT,2019-08-06,01:10:31,2019-11-16,00:10:06
255,BA,FG18,PRKT,2019-08-29,23:01:19,2019-06-13,22:09:31
256,JA,AM10,AM10,2019-02-08,01:08:37,2019-05-08,08:11:23
257,BA,PRKT,L33K,2019-02-10,21:12:40,2019-02-26,11:02:31
258,EA,BNJ5,FG18,2019-07-11,04:09:10,2019-12-10,21:04:48
259,BA,PRKT,AM10,2019-11-22,04:11:31,2019-02-01,08:04:58
260,AAR,BNJ5,L33K,2019-09-01,07:03:44,2019-01-06,11:10:23
261,JA,FG18,PRKT,2019-11-06,15:07:18,2019-01-06,07:10:25
262,BA,AM10,PRKT,2019-08-10,10:01:04,2019-12-29,20:04:53
263,EA,L33K,PRKT,2019-12-02,05:05:17,2019-08-18,12:07:01
264,AA,BNJ5,PRKT,2019-08-27,21:12:06,2019-09-07,06:06:25
265,EA,PRKT,L33K,2019-02-05,12:06:26,2019-10-31,01:01:59
266,EA,FG18,FG18,2019-04-25,22:04:06,2019-10-21,14:01:41
267,EA,L33K,PRKT,2019-02-18,18:02:50,2019-11-14,06:02:09
268,JA,BNJ5,PRKT,2019-01-05,22:11:56,2019-01-19,02:02:38
269,EA,AM10,AM10,2019-04-28,20:06:24,2019-06-21,10:08:16
270,AAR,AM10,BNJ5,2019-11-27,07:07:30,2019-12-11,17:06:40
271,AA,FG18,FG18,2019-03-13,02:04:37,2019-01-03,09:03:18
272,EA,FG18,BNJ5,2019-07-26,09:05:19,2019-09-14,22:09:11
273,BA,L33K,AM10,2019-06-09,11:03:05,2019-11-28,21:11:21
274,BA,FG18,PRKT,2019-03-01,07:09:17,2019-03-15,15:10:08
275,BA,BNJ5,L33K,2019-03-24,14:10:15,2019-04-13,00:04:48
276,JA,PRKT,PRKT,2019-05-05,10:08:52,2019-07-07,00:09:18
277,AAR,BNJ5,AM10,2019-07-28,01:08:35,2019-12-20,09:09:42
278,AAR,FG18,AM10,2019-09-03,16:05:56,2019-05-01,08:09:21
279,EA,AM10,FG18,2019-04-06,19:06:50,2019-07-20,13:08:33
280,BA,L33K,PRKT,2019-10-29,10:01:20,2019-04-10,04:09:56
281,AAR,PRKT,L33K,2019-07-05,09:09:04,2019-12-10,13:07:06
282,BA,AM10,FG18,2019-05-30,18:05:48,2019-08-24,04:12:27
283,AA,FG18,AM10,2019-12-20,21:07:35,2019-05-31,11:05:53
284,AAR,L33K,AM10,2019-07-02,01:01:26,2019-01-16,04:10:48
285,AA,BNJ5,PRKT,2019-07-06,02:02:21,2019-07-06,05:01:00
286,AAR,AM10,BNJ5,2019-02-21,21:02:39,2019-07-08,17:07:16
287,BA,FG18,L33K,2019-05-30,04:01:28,2019-01-29,09:06:14
288,JA,PRKT,AM10,2019-02-27,18:01:39,2019-10-11,07:12:29
289,AAR,FG18,BNJ5,2019-07-18,15:06:44,2019-07-17,22:07:45
290,AA,BNJ5,PRKT,2019-01-25,22:01:05,2019-07-28,10:01:57
291,AAR,FG18,AM10,2019-02-20,22:12:17,2019-07-06,17:09:38
292,JA,FG18,L33K,2019-04-14,22:12:15,2019-01-17,10:08:18
293,AA,FG18,FG18,2019-08-25,01:10:46,2019-02-02,18:09:14
294,JA,BNJ5,AM10,2019-02-23,05:11:57,2019-07-06,05:04:58
295,EA,BNJ5,AM10,2019-02-19,23:09:30,2019-03-05,03:01:41
296,BA,FG18,BNJ5,2019-08-09,15:12:29,2019-06-03,16:02:39
297,BA,FG18,PRKT,2019-09-05,19:03:55,2019-01-09,15:05:42
298,JA,BNJ5,BNJ5,2019-03-21,23:05:42,2019-01-22,21:03:19
299,JA,L33K,L33K,2019-02-26,03:11:56,2019-01-22,07:08:46
300,JA,AM10,L33K,2019-07-08,22:01:54,2019-10-08,06:03:40
301,JA,FG18,PRKT,2019-11-24,00:12:40,2019-02-13,03:05:54
302,AAR,PRKT,L33K,2019-09-14,23:12:56,2019-11-03,02:03:43
303,JA,AM10,BNJ5,2019-04-23,04:07:28,2019-09-18,05:01:01
304,AAR,PRKT,AM10,2019-09-25,11:04:39,2019-05-28,21:09:08
305,EA,FG18,AM10,2019-04-22,02:09:55,2019-06-27,10:06:25
306,JA,FG18,L33K,2019-09-22,13:09:52,2019-10-10,20:09:20
307,AAR,AM10,L33K,2019-07-14,10:12:33,2019-08-22,02:09:22
308,AAR,L33K,AM10,2019-05-15,03:02:54,2019-03-14,09:04:44
309,EA,L33K,L33K,2019-05-03,14:05:09,2019-04-01,07:05:29
310,AAR,FG18,AM10,2019-08-09,02:10:33,2019-10-26,23:01:48
311,AAR,PRKT,BNJ5,2019-09-13,22:09:45,2019-06-21,15:07:13
312,AA,PRKT,PRKT,2019-09-23,12:12:35,2019-12-14,15:08:35
313,AAR,PRKT,FG18,2019-09-19,20:04:55,2019-04-02,13:04:02
314,EA,L33K,AM10,2019-03-23,05:05:27,2019-02-28,06:04:54
315,BA,FG18,AM10,2019-11-18,18:03:34,2019-07-27,12:03:18
316,JA,L33K,L33K,2018-12-31,18:07:26,2019-08-09,01:11:25
317,AAR,AM10,FG18,2019-10-03,00:07:02,2019-06-28,21:02:17
318,AAR,L33K,BNJ5,2019-12-18,12:05:08,2019-03-07,04:01:49
319,AA,PRKT,PRKT,2019-04-26,12:07:13,2019-09-30,21:11:09
320,BA,FG18,PRKT,2019-01-15,06:02:42,2019-11-08,15:04:26
321,BA,PRKT,FG18,2019-09-16,20:10:38,2019-08-12,05:06:14
322,EA,PRKT,AM10,2019-07-21,22:09:28,2019-03-31,15:08:37
323,EA,PRKT,L33K,2019-08-10,22:12:49,2019-12-11,18:06:29
324,JA,PRKT,L33K,2019-06-22,15:04:01,2019-02-28,03:08:42
325,AAR,PRKT,AM10,2019-12-30,13:04:54,2019-04-06,08:10:37
326,BA,BNJ5,BNJ5,2019-06-25,16:09:51,2019-08-09,14:01:50
327,JA,L33K,BNJ5,2019-08-10,11:06:45,2019-12-28,04:12:52
328,EA,PRKT,L33K,2019-03-22,00:12:57,2019-06-16,14:05:07
329,BA,PRKT,AM10,2019-12-13,13:01:55,2019-11-19,09:10:45
330,AA,FG18,BNJ5,2019-09-12,07:05:49,2019-05-07,09:07:22
331,AAR,AM10,PRKT,2019-08-19,02:09:52,2019-02-20,09:04:49
332,BA,BNJ5,FG18,2019-08-09,18:10:19,2019-12-21,17:04:54
333,AA,L33K,AM10,2019-03-13,03:11:24,2019-07-26,20:07:35
334,JA,AM10,AM10,2019-11-02,13:06:25,2019-10-14,15:07:27
335,AA,FG18,FG18,2019-08-26,17:01:19,2019-07-20,21:12:01
336,BA,FG18,L33K,2019-12-23,17:03:35,2019-04-10,02:11:36
337,BA,L33K,L33K,2019-12-28,09:02:25,2019-02-01,21:04:35
338,AA,FG18,L33K,2019-07-15,09:08:35,2019-06-10,11:01:17
339,AAR,PRKT,AM10,2019-12-25,04:11:02,2019-04-06,22:05:46
340,EA,AM10,PRKT,2019-05-20,07:02:45,2019-09-01,13:11:30
341,AA,AM10,BNJ5,2019-12-23,09:03:42,2019-10-28,18:05:34
342,EA,PRKT,BNJ5,2019-09-15,07:08:07,2019-04-05,11:08:09
343,EA,BNJ5,AM10,2019-03-09,15:12:32,2019-09-02,05:03:52
344,AAR,AM10,BNJ5,2019-07-27,18:12:11,2019-09-29,19:10:21
345,JA,BNJ5,FG18,2019-06-26,05:04:43,2019-05-22,08:11:51
346,AA,BNJ5,L33K,2019-08-31,17:07:43,2019-06-14,17:05:49
347,EA,BNJ5,BNJ5,2019-08-16,22:10:48,2019-11-21,18:06:53
