user_id,book_id,rating,timestamp
19,39,3.5,2014-11-07
1,14,5,2014-09-19
67,49,2,2017-12-07
64,30,9.6,2011-10-15
65,29,4,2016-08-19
31,49,6,2018-09-14
47,22,6.2,2014-02-26
1,19,10.1,2011-01-23
94,4,6.2,2011-05-21
21,47,2.1,2015-01-24
56,37,3.9,2019-01-29
93,28,3.5,2011-09-30
9,12,3.8,2015-03-27
82,19,3.6,2010-08-25
91,11,8.2,2017-10-21
2,26,10.7,2018-03-11
20,27,3.9,2011-03-16
16,10,5.2,2014-03-15
38,23,7.8,2010-08-02
60,6,10.9,2010-02-27
37,3,10.7,2018-11-08
44,39,5.4,2019-06-04
29,38,2.4,2013-04-15
4,7,4.2,2011-04-20
94,39,3.8,2017-09-07
35,17,4.7,2012-06-28
76,34,7.1,2011-06-14
63,24,10,2015-02-08
79,48,10.8,2018-06-19
89,45,6.9,2017-12-30
75,50,8.5,2013-03-17
62,3,1.5,2019-08-16
70,14,8.4,2015-04-10
8,23,7.5,2017-10-24
9,8,2.6,2013-12-23
96,3,10.5,2019-02-07
81,3,7.4,2019-03-24
95,39,2.6,2018-04-05
14,20,9.5,2012-07-15
42,23,3.6,2019-03-14
50,20,4.4,2016-04-13
94,31,5.5,2019-11-17
23,4,10,2011-07-16
30,37,7.7,2016-06-20
6,49,4.3,2013-11-05
89,21,9.4,2018-01-31
32,37,4.2,2015-12-02
60,4,6.7,2018-10-13
90,19,10.9,2018-06-09
50,1,8.1,2013-11-21
79,31,2.9,2018-11-01
3,14,2.3,2016-06-26
2,21,4.6,2014-09-18
37,48,10.4,2019-12-10
21,3,9.4,2018-10-28
18,40,4.3,2012-08-11
67,35,8.1,2015-07-07
8,6,6.7,2019-07-14
2,1,9.4,2019-10-31
21,26,6.5,2014-12-24
80,1,10.9,2015-06-21
44,13,4.5,2019-12-25
81,48,1.8,2014-03-21
60,22,7.6,2014-09-09
6,23,1.8,2013-03-05
45,8,6.4,2011-09-04
9,28,2.8,2015-02-08
61,27,10.5,2018-01-31
30,21,9.9,2015-11-30
11,32,10,2014-12-28
68,34,2.8,2016-01-26
83,47,3.1,2017-02-06
95,37,2.4,2017-09-13
60,38,8.1,2014-04-10
20,36,8.6,2012-05-25
3,32,9.1,2014-09-24
2,25,5.3,2016-01-04
73,30,7.3,2018-04-07
47,32,2.8,2013-06-21
100,15,6.7,2015-08-05
59,24,4.4,2017-02-05
5,20,7.4,2013-07-25
88,2,10.2,2013-07-28
47,11,10.1,2012-07-17
32,38,4,2011-01-30
39,30,4.1,2014-09-23
9,48,9.5,2012-07-01
34,3,3,2016-06-30
55,6,7.2,2016-04-16
65,12,7.8,2011-09-10
59,41,1.5,2018-04-07
62,22,7.7,2019-07-10
2,25,4.6,2017-12-31
53,41,10,2010-03-20
18,35,3.4,2014-11-05
5,1,5.8,2019-05-10
73,4,7.9,2011-02-17
33,11,9.3,2010-04-16
29,12,3.2,2011-04-05
72,32,1.4,2013-04-25
2,11,3.3,2017-10-21
84,20,3.6,2017-01-31
69,25,9.3,2014-02-28
22,12,3.2,2016-07-27
92,32,5.3,2019-02-28
53,29,6,2015-12-11
62,21,10.2,2016-03-12
65,49,4.8,2017-09-09
49,10,3,2014-10-07
14,12,8.3,2019-03-16
45,33,10.3,2014-05-02
31,12,2.3,2017-06-13
46,42,4.5,2018-01-23
16,19,4.5,2012-09-03
28,37,1.2,2015-10-13
30,6,4.2,2017-12-17
2,22,6.9,2013-02-27
10,3,5.5,2017-12-08
37,5,1.8,2016-10-19
5,30,10.2,2017-11-28
95,17,8.2,2019-12-04
54,3,8.6,2016-08-17
38,21,1.7,2010-11-12
84,46,3.4,2015-06-23
38,44,3.3,2012-11-19
91,33,6.5,2010-05-23
8,43,8.2,2017-10-11
20,33,3.2,2013-07-27
1,48,10,2018-09-18
41,33,3.8,2013-09-25
63,48,1.5,2016-05-13
78,39,8.9,2016-02-05
64,47,4.6,2012-09-02
85,30,8.6,2012-01-18
10,25,2.1,2017-01-25
42,13,8.6,2014-09-20
42,48,6,2012-05-21
56,12,9.5,2014-10-18
98,42,1.7,2018-09-17
81,40,3.6,2012-08-26
35,10,4.3,2016-05-05
4,5,10.3,2019-01-13
100,37,7.1,2010-02-10
74,35,5.3,2013-05-06
83,7,10.4,2018-12-28
86,1,1.5,2015-11-06
78,5,8.8,2010-12-15
44,12,2.9,2016-04-01
66,5,2.6,2013-12-20
94,21,2.5,2019-07-18
26,41,8.5,2018-01-15
5,26,4.4,2017-10-05
29,9,5.4,2012-10-25
28,43,5.2,2015-04-20
22,47,4.1,2019-10-04
6,45,6.3,2015-04-05
63,19,6.9,2018-03-13
33,32,3.5,2016-11-20
14,5,4,2012-07-28
77,17,7.5,2018-03-14
90,42,4.3,2016-01-09
2,19,6.3,2013-06-11
38,48,10.3,2015-02-09
24,22,5.3,2017-02-11
34,24,10.8,2012-01-06
2,2,7.9,2013-07-30
72,50,5.5,2017-05-05
19,47,5.6,2015-12-02
58,42,6.7,2014-03-03
63,22,8,2018-11-10
73,45,2,2011-01-14
65,46,9.1,2014-05-28
20,11,1.1,2010-11-07
33,5,4.2,2019-03-11
66,26,3.7,2011-09-15
14,2,11,2015-01-26
31,20,9.8,2011-02-06
93,40,4.5,2014-06-20
92,29,4.6,2018-09-05
76,5,5.4,2017-02-02
89,22,9.9,2017-05-06
94,11,4.3,2010-11-24
55,4,6,2014-11-18
92,21,7.6,2011-06-29
11,31,9,2019-10-25
70,8,9.7,2016-08-03
42,48,6.4,2010-01-26
94,17,9.9,2016-03-03
70,20,7.6,2014-10-05
89,20,8.7,2014-10-21
6,29,6.2,2014-08-02
95,44,6.4,2019-07-05
67,18,9.8,2018-10-06
32,30,3,2015-01-10
57,19,6.2,2017-02-28
51,10,1.7,2015-05-26
24,11,8.9,2015-04-16
19,20,9.8,2019-06-03
65,37,8.8,2011-10-06
75,13,1.4,2016-02-12
25,41,4.4,2010-02-24
84,3,5.1,2018-10-24
24,40,5.3,2016-05-18
82,24,5.8,2010-11-12
27,40,9.3,2010-09-21
45,33,7.5,2017-02-08
83,8,10.5,2012-04-20
11,49,5.7,2014-03-06
43,32,4.7,2018-02-15
75,15,10.7,2011-08-03
64,37,4.2,2018-06-08
69,7,4.9,2018-01-12
8,11,5.3,2016-01-09
45,46,7.5,2019-05-22
51,27,2.8,2012-02-07
51,45,10.2,2011-09-26
14,21,5.5,2016-04-09
53,30,3,2011-11-22
65,47,2.9,2016-06-03
46,23,3.3,2015-04-20
58,37,7.6,2019-01-05
2,12,7.8,2014-09-17
30,36,9.1,2016-12-31
33,6,6.8,2019-05-07
14,27,9.8,2012-08-05
87,19,10.7,2019-07-07
43,11,7.1,2011-09-17
74,6,2.6,2011-08-21
94,2,9.2,2013-01-31
69,12,7.3,2011-09-27
50,12,7.9,2015-06-15
82,19,2,2010-12-22
12,33,2.5,2014-06-17
12,32,6.1,2016-06-10
60,25,6.8,2018-09-08
6,36,4,2011-12-16
13,50,10.4,2010-08-11
9,10,3.6,2014-04-17
50,9,5.8,2017-09-11
71,42,3.4,2018-03-04
51,50,1.3,2010-10-09
89,9,6.9,2019-07-24
28,42,7.1,2019-05-26
18,35,4.6,2015-12-24
40,23,1.1,2019-03-01
52,27,7.7,2017-11-08
39,48,7.1,2014-09-06
59,2,6.1,2017-11-08
87,34,5.6,2018-09-01
15,40,8.7,2010-02-27
61,11,4.1,2016-09-21
61,9,1.9,2013-08-04
77,22,9.2,2012-02-28
9,21,10.5,2010-07-30
95,35,10,2019-04-26
34,46,5.6,2014-02-21
45,17,7,2011-01-20
15,19,8.1,2018-03-21
67,37,9.8,2014-09-10
88,24,1.7,2019-06-05
26,19,9.4,2019-02-12
16,33,7.4,2011-06-08
93,26,9.7,2013-02-23
54,49,7.5,2012-03-14
47,21,7.9,2012-03-10
61,43,4.4,2012-01-30
67,9,6.1,2017-11-11
91,10,1.3,2012-09-03
5,49,8.1,2018-12-27
59,17,3.3,2018-01-06
63,36,7.5,2017-12-20
80,5,3.7,2011-04-10
71,20,1.5,2019-08-04
83,23,5.8,2018-08-07
85,14,2.2,2019-11-23
76,14,7.4,2019-11-10
78,23,3.3,2015-10-02
71,16,9.7,2016-10-31
27,29,1.8,2014-04-28
61,46,7.5,2015-04-07
20,20,8.8,2010-12-24
29,5,1.1,2015-07-26
56,27,3,2016-10-23
54,45,9.8,2018-05-19
21,46,8.4,2014-09-22
94,44,8.6,2012-07-21
42,47,9.2,2017-04-11
48,44,1.6,2013-02-24
7,35,2,2010-10-24
56,47,8.5,2010-06-15
34,13,3.5,2019-04-12
35,47,3.5,2015-01-03
79,38,8.2,2010-05-05
88,1,2,2012-05-20
23,15,6.9,2011-04-09
31,20,10.4,2015-04-25
49,43,1.6,2013-06-28
29,5,5.1,2017-10-22
97,38,7.6,2019-08-12
46,3,8.3,2012-12-01
18,1,8,2018-06-05
72,47,1.6,2012-08-12
43,2,3.6,2012-07-05
83,30,6.1,2013-05-05
9,26,8.9,2015-07-23
31,28,3.5,2012-06-10
31,17,7.7,2016-06-19
78,37,3.6,2016-03-23
44,4,5.7,2014-09-24
28,28,5.6,2016-01-24
11,13,9.1,2013-05-17
45,32,10.8,2017-05-17
16,47,1.9,2010-08-02
27,30,7,2016-02-03
23,2,10.3,2011-04-12
38,49,1.7,2018-06-18
69,31,4.5,2018-05-19
62,9,2.5,2011-12-28
2,35,10.3,2019-10-24
77,15,1.1,2012-03-08
21,31,5.4,2010-07-13
24,41,10.9,2017-04-30
92,41,6.1,2011-08-26
48,19,1.5,2013-03-06
98,37,3.6,2019-11-19
45,43,7.7,2012-07-02
39,40,2.6,2013-08-10
25,28,1.1,2018-03-29
46,50,9.2,2012-02-01
28,17,3.4,2016-06-23
64,50,8.7,2017-10-20
32,17,3.2,2011-08-14
3,29,9,2012-09-19
70,20,2.1,2012-02-04
93,26,9.2,2015-01-19
18,30,2.4,2015-11-27
32,14,4.4,2010-10-15
51,13,6.5,2015-09-11
48,28,2.5,2013-11-01
65,24,6.7,2016-07-19
97,26,8.7,2010-09-12
53,49,6.6,2016-07-25
45,16,8.4,2011-12-02
51,1,1.8,2018-02-24
11,23,6.5,2010-02-10
92,18,5.7,2012-08-31
80,6,8.1,2011-04-01
36,36,8.3,2017-11-13
51,49,1.9,2015-09-11
5,35,10.9,2014-07-03
89,35,4.1,2011-09-30
75,1,6.4,2014-11-17
99,18,9.1,2014-12-02
50,42,7.6,2018-02-25
65,34,6.3,2018-10-17
67,50,6.7,2010-04-15
52,38,5.6,2017-06-26
66,25,7.7,2010-09-30
54,48,3.4,2015-09-23
77,50,9.1,2017-05-31
1,2,7.2,2014-01-12
89,33,5.2,2016-06-27
60,26,7.1,2014-08-24
14,20,5.5,2016-08-02
55,2,3.6,2018-05-27
68,39,3.4,2013-09-24
22,39,9,2018-05-09
83,37,1.3,2012-01-22
35,21,2.1,2010-02-14
62,6,1.3,2016-09-30
30,38,2.4,2015-01-03
92,15,2.6,2015-12-11
7,16,5.1,2010-09-13
1,29,7,2010-02-28
81,27,6.4,2010-10-16
75,39,2.4,2013-03-16
34,36,5.1,2010-01-10
38,45,5.3,2010-04-30
50,28,5.6,2017-11-27
50,10,10.5,2018-07-13
77,14,10.8,2014-10-23
72,38,6.6,2017-10-18
10,46,10.9,2010-11-20
100,25,10.7,2016-02-21
59,40,5.1,2018-09-04
56,12,3,2018-02-17
79,28,8.5,2014-08-19
85,32,5.2,2018-01-29
46,22,6.5,2016-05-12
38,26,4.4,2015-06-18
7,50,8.9,2017-06-12
1,1,5.9,2013-06-08
78,50,3.2,2014-05-29
12,47,3.7,2012-08-28
97,50,1.8,2011-09-22
75,24,6.9,2014-08-05
13,50,6.1,2018-05-20
95,30,1.3,2018-02-28
95,40,6.8,2012-12-14
35,50,8.9,2010-02-12
4,50,10.1,2018-03-06
15,16,10.7,2019-11-06
84,10,2.6,2012-03-05
13,1,4.7,2010-10-27
74,23,5.4,2017-05-31
63,15,1.4,2017-08-03
93,47,4.5,2012-02-29
55,14,5.4,2012-10-18
86,32,4.2,2018-06-11
23,36,6.2,2013-05-28
8,37,6.6,2017-09-01
8,45,9.8,2011-10-23
8,34,6.9,2017-02-07
10,4,2,2018-08-03
16,3,2.1,2015-01-08
40,47,9.5,2014-05-09
49,5,2.2,2017-12-02
72,4,3.4,2010-10-24
16,17,3.8,2018-12-23
47,9,4.4,2018-04-22
64,18,9.2,2016-07-12
15,14,3.8,2015-04-08
61,12,4.2,2010-05-28
32,22,6.4,2014-06-24
43,36,3.1,2011-09-21
90,14,7.7,2017-08-07
76,15,9.3,2010-01-09
63,14,5.5,2010-12-07
47,28,4.3,2014-01-23
89,20,7.3,2015-08-17
45,38,8.4,2010-10-20
67,48,8.9,2019-04-27
97,40,5.1,2012-06-14
21,49,5.9,2011-04-13
96,35,3.9,2015-06-12
79,33,2.6,2015-09-02
86,33,1.6,2018-06-24
35,26,2.2,2015-12-08
6,35,3.4,2012-02-24
44,17,2.6,2013-05-16
57,9,3.5,2017-04-19
57,49,3.9,2017-04-21
29,16,7.9,2019-12-08
50,49,6,2012-08-13
69,12,10.6,2018-03-22
28,14,4.4,2010-03-25
70,5,10.8,2011-11-30
99,28,7.1,2016-05-13
31,42,7.7,2017-10-20
21,34,2.5,2016-06-25
90,33,5.1,2018-11-22
13,6,9.5,2012-08-30
89,6,2.6,2013-10-25
76,34,7.8,2019-06-21
96,15,3,2019-10-10
23,16,3.3,2018-07-20
97,45,9.3,2017-09-12
55,24,3.8,2013-06-16
76,8,3.9,2010-10-17
51,4,9.3,2017-09-06
34,42,11,2018-04-18
39,41,2.3,2015-09-09
83,3,6.4,2010-01-14
17,46,8.9,2010-11-04
96,13,9.3,2011-03-17
98,15,6.9,2013-11-19
49,5,4.4,2013-03-15
38,17,4.3,2019-04-08
13,28,4.9,2015-05-09
18,34,5.6,2019-09-29
68,19,2,2018-11-29
13,23,8.7,2017-05-27
82,16,4.5,2010-06-06
25,26,7.2,2016-03-23
32,43,9.8,2010-03-17
32,38,5.1,2014-01-20
7,44,8.7,2018-03-31
86,45,6.1,2019-03-02
66,48,7.3,2014-08-21
56,47,3.6,2019-06-21
20,7,5.2,2012-11-12
3,8,4.4,2016-04-08
75,38,6.8,2015-03-15
47,38,3.4,2016-11-25
69,16,6.3,2013-07-13
10,37,1.3,2012-01-16
29,27,8.8,2014-09-28
21,6,10.4,2012-07-04
79,17,5.4,2019-05-31
85,26,9.7,2018-08-24
28,44,6.1,2011-09-21
52,13,9.5,2018-08-20
23,17,2.4,2010-12-19
91,17,4.6,2018-01-19
26,6,1.4,2018-01-03
73,42,1.9,2011-01-12
45,38,7,2014-08-24
41,49,2.4,2012-01-15
46,31,5.9,2014-05-06
72,10,7.3,2017-08-13
28,46,4.8,2013-07-13
77,43,5.1,2015-05-10
50,36,5.7,2018-06-27
81,18,10.3,2012-07-30
61,9,6.4,2015-07-27
11,50,8.1,2011-01-07
55,39,5.8,2014-07-27
30,7,8.1,2010-01-13
72,19,6.2,2010-10-01
84,50,1.4,2011-08-15
5,10,5.9,2019-06-15
95,4,5,2014-11-22
94,29,4.4,2013-06-12
17,21,1.4,2014-04-30
19,16,9.1,2019-06-09
81,16,8.3,2013-05-08
18,13,3.9,2017-04-23
53,22,10.7,2014-07-04
26,21,1.4,2017-04-08
34,26,2.7,2010-09-19
86,2,10.7,2018-10-30
48,34,5.9,2018-07-06
87,27,1.6,2012-10-08
54,14,4.1,2015-11-12
1,40,3.2,2017-11-18
64,19,3.3,2010-02-13
11,9,10.6,2012-09-16
9,23,3.5,2012-03-29
22,29,6.7,2016-07-12
88,6,8.8,2017-05-18
38,2,1.5,2012-10-12
67,2,2.3,2016-07-10
71,31,7.5,2016-03-04
1,25,6.2,2016-03-19
48,29,6.7,2018-08-12
22,43,8.3,2014-11-22
19,38,7.1,2012-03-07
80,26,6.1,2018-04-02
24,35,3.5,2016-01-30
93,22,4.3,2014-10-08
42,9,2.3,2014-10-08
32,1,7.5,2018-07-17
83,17,4.8,2011-10-13
92,50,2.1,2018-07-05
55,13,9.9,2018-01-18
20,24,2.1,2016-12-30
86,23,3.8,2018-09-06
11,2,1.5,2016-12-16
41,38,4.8,2015-08-25
96,42,7.7,2014-03-29
28,43,2.8,2010-02-22
31,1,3.8,2012-12-19
46,9,1.7,2019-12-15
36,49,5.5,2012-01-31
4,27,6.5,2011-05-10
72,33,1.3,2015-02-12
34,7,10.2,2019-07-29
53,7,1.4,2015-08-20
74,44,9.5,2016-04-22
95,7,5.3,2013-01-20
68,49,10.1,2017-12-26
73,15,10,2010-10-11
3,10,6.6,2015-01-28
86,45,2.9,2016-03-20
17,12,3.8,2018-01-27
38,10,1.1,2010-05-24
95,23,3.4,2013-04-14
95,21,5.3,2017-11-04
66,4,3,2012-08-07
60,8,10.9,2011-04-08
97,14,2.2,2016-10-06
77,21,1.6,2014-03-21
5,20,6.1,2012-07-26
21,18,4.2,2013-09-22
50,4,6.9,2017-06-30
78,21,3.6,2015-02-03
14,49,4.9,2010-12-30
80,37,1.8,2011-05-27
90,13,8.8,2014-04-07
42,40,3.4,2010-11-25
61,49,5.8,2011-09-08
89,31,2.8,2013-05-25
76,45,7.8,2019-06-09
69,40,4,2018-06-24
53,33,9.2,2010-04-21
9,30,6.3,2016-06-10
78,44,4.8,2012-06-12
40,23,9,2015-03-17
13,28,4,2012-01-11
41,50,2,2017-12-26
27,29,1.7,2014-08-23
28,26,6.3,2015-05-07
92,32,5.5,2015-03-04
25,27,6.1,2011-10-29
74,31,3.3,2010-08-15
24,19,11,2012-11-12
48,29,1.3,2016-10-03
63,30,2.4,2016-08-19
74,13,10.8,2013-06-07
34,2,6,2018-08-17
64,8,1,2014-04-21
30,16,4.1,2017-06-03
30,15,6.2,2010-04-11
7,46,8.8,2011-09-13
51,18,1.6,2013-03-25
15,28,7.4,2015-04-09
15,31,5,2013-03-27
72,5,8.4,2019-09-08
54,36,3,2012-08-07
64,21,5.9,2011-06-24
26,46,2.1,2010-01-06
4,4,6.2,2017-05-19
97,26,6.8,2017-07-09
81,45,3,2018-01-10
50,37,7.2,2018-12-19
12,10,1.9,2013-03-04
48,29,3.9,2013-09-13
86,24,10.8,2016-10-07
46,16,7.5,2019-02-11
47,11,9.4,2016-06-05
83,2,10.2,2012-03-11
66,40,8.6,2015-09-26
24,21,5.7,2014-04-10
20,26,6.9,2015-04-30
47,3,4.8,2013-11-14
28,32,2,2015-03-29
86,29,1.6,2015-11-17
31,36,9.4,2011-10-03
30,4,7.7,2016-11-22
43,14,5.3,2019-09-19
65,17,4.2,2018-12-04
11,15,3.1,2018-09-02
17,32,4.7,2012-01-28
10,18,10.8,2019-07-21
48,27,5.5,2011-04-21
95,47,5.9,2013-05-22
28,35,5.1,2011-02-06
24,43,8.3,2016-09-28
28,16,8.2,2011-04-16
53,20,3.4,2012-03-26
68,41,2.8,2014-07-22
28,24,2.5,2016-10-24
66,6,4.9,2010-03-20
9,34,4.5,2017-05-24
82,22,6.1,2013-06-03
21,48,1.9,2018-04-20
51,28,10.2,2010-12-04
21,24,8.8,2014-12-03
48,14,5.6,2013-09-16
46,17,3.7,2017-07-20
56,24,5.3,2014-10-20
88,19,8.8,2017-04-02
13,39,4.3,2019-07-23
61,15,9.5,2017-05-31
98,38,6.5,2011-09-12
79,10,6,2011-09-11
80,4,1.3,2019-03-13
4,41,9.7,2015-11-24
30,20,4.4,2013-04-20
45,5,6,2010-09-15
56,23,8.7,2012-05-14
59,24,5.5,2011-12-08
36,37,10.5,2018-10-07
58,22,2.8,2013-11-05
22,8,7.5,2017-08-27
20,8,2.9,2017-01-16
88,31,9.9,2011-08-18
52,3,3.7,2017-02-04
67,43,6.7,2013-06-07
66,5,11,2017-04-15
20,36,3.4,2016-10-16
31,7,1.5,2016-05-15
4,8,1.3,2013-08-13
89,6,2.8,2018-06-07
26,30,2.8,2010-05-20
22,45,1.9,2010-06-08
44,30,4.4,2011-09-22
48,11,5.6,2014-12-22
94,36,10,2011-10-02
50,20,9.9,2018-10-01
75,37,8.2,2013-05-03
69,9,8.3,2014-02-27
14,13,9,2019-11-27
82,28,6.7,2017-02-06
42,36,5.7,2010-05-01
98,9,6,2017-05-19
86,31,2.1,2019-01-19
30,39,9.7,2018-11-27
31,11,1.5,2013-08-24
46,1,7.7,2010-09-06
59,5,6.8,2012-10-30
92,27,9.4,2016-03-10
28,29,8.2,2019-09-05
74,47,4,2016-03-06
15,45,9.5,2015-02-09
7,49,10.3,2011-11-25
75,6,8.1,2019-02-06
21,6,4.8,2013-11-19
99,4,7.2,2019-01-11
21,35,3,2011-10-11
69,40,1.5,2011-01-15
93,38,11,2011-09-08
15,13,5.6,2019-01-18
19,10,2.4,2013-11-03
87,37,8.6,2012-07-07
6,48,10.1,2015-11-20
79,40,6.6,2013-08-24
100,12,2.4,2018-12-03
40,13,4.2,2013-03-08
49,44,10.8,2019-07-22
47,23,8.6,2011-06-09
38,17,7.2,2011-09-23
50,12,10.3,2019-02-12
92,50,10.4,2016-11-14
72,3,3.6,2019-09-30
26,48,6.1,2014-09-11
8,1,9.9,2011-01-06
27,22,2.8,2014-04-11
67,14,4.6,2014-12-29
12,36,1.4,2019-02-08
51,47,9.8,2019-04-02
29,27,1.5,2018-12-02
70,11,7.9,2019-11-19
18,38,5.7,2019-05-13
98,41,2.1,2014-12-26
12,21,4.9,2013-10-24
63,21,8.9,2013-06-23
54,22,9.4,2017-05-02
91,27,7.1,2015-09-22
25,18,4.4,2013-02-22
92,42,2.3,2017-04-24
83,17,8.9,2016-12-30
22,41,8.2,2019-06-12
87,1,6.2,2012-01-30
14,29,5.3,2011-05-24
25,10,2,2014-12-16
99,20,3.5,2019-10-18
92,46,8.1,2018-01-04
16,30,1.8,2013-12-26
28,48,10.4,2018-07-17
58,29,10,2019-11-27
55,7,6.3,2016-01-10
87,45,7,2015-04-15
57,32,9.9,2011-04-05
58,26,2.8,2012-06-07
57,48,4.6,2017-03-18
3,19,2.4,2010-11-17
51,5,5.6,2011-10-28
99,18,2.5,2018-07-04
93,8,1.9,2017-12-03
69,38,3,2017-07-01
87,37,1.9,2014-11-26
12,46,9,2018-06-12
74,13,10.3,2018-05-15
3,27,6.2,2011-04-20
15,26,6.8,2019-08-03
83,8,3.1,2017-10-20
6,3,2.5,2017-11-23
86,8,1.4,2016-11-29
46,11,6,2012-09-11
65,25,2.3,2013-03-04
46,45,5.5,2019-05-09
53,46,2.2,2017-06-20
5,36,3.5,2013-08-18
29,50,7.4,2016-06-09
84,8,2.7,2016-04-16
55,1,8.7,2016-03-07
87,34,1.6,2017-01-13
41,20,1.7,2014-11-26
74,9,6.7,2013-06-07
21,32,10,2013-10-02
18,44,8.2,2016-03-14
46,44,2.4,2012-02-08
100,13,8.9,2018-01-01
59,18,7.2,2019-11-22
93,46,1.3,2012-03-10
84,37,9.9,2017-05-16
90,36,9.6,2014-03-07
75,35,1.3,2018-01-24
53,2,5.5,2015-12-18
50,45,3.9,2013-07-07
80,21,7.2,2019-06-29
37,16,9.3,2016-04-26
31,42,2.8,2015-10-17
91,43,2.8,2018-12-07
75,26,1.9,2015-07-10
